asiento,fecha,linea,cuentadebe,cuentahaber,comentario,importe,observaciones,tipo,apertura,inumexp,inumexh,inumigu,inumvar,iyear,importeeuro,codsubusu,asiver,documento,porimpuesto,porrecargo,contrapartida,baseimp,numfactura,serie,tipofact,icodcli,tipoBs,ctahonorario,punteo,bcobroremesa,idremesa,ccaja,itipocp,ffactura,formacp,cuentacp,fechaAbonada,refabonada,icodEmisor,cn,iprorrata,ilineapro,porpro,importepro,cuentapro,importetot,exportado,idtipofact,idtiporect,porproD,modelos,partidaRegul,id,clavemod349,idPago,esAgrupado,idconfigemisor,clavemod190,subclavemod190,incapacidadlaboral,idClaseFactura,area
21,2012-11-30 00:00:00,1,4300000000,,Factura:2 ALEJANDRO GARCIA GARCIA,16639.0000,,D,,,,,,,100.0000,2,21,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,
21,2012-11-30 00:00:00,2,,7050000000,Factura:2 ALEJANDRO GARCIA GARCIA,16639.0000,,H,,,,,,,100.0000,2,21,,,,4300000000,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,
21,2012-11-30 00:00:00,3,,4770000007,Factura:2 ALEJANDRO GARCIA GARCIA,0.0000,,H,,,,,,,0.0000,2,21,,0.0000,0.0000,4300000000,100.0000,2,,V,1, ,7050000000,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,
22,2012-12-31 00:00:00,1,4300000000,,Factura:M2 MUTUA GALLEGA,21630.0000,,D,,,,,,,130.0000,0,22,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,
22,2012-12-31 00:00:00,2,,7050000000,Factura:M2 MUTUA GALLEGA,21630.0000,,H,,,,,,,130.0000,0,22,,,,4300000000,,2,M,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,
22,2012-12-31 00:00:00,3,,4770000007,Factura:M2 MUTUA GALLEGA,0.0000,,H,,,,,,,0.0000,0,22,,0.0000,0.0000,4300000000,130.0000,2,M,V,49, ,7050000000,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,
23,2012-11-22 00:00:00,1,4300000000,,Factura:4 ELOY RAMIREZ GONZALEZ,33277.0000,,D,,,,,,,200.0000,0,23,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,
23,2012-11-22 00:00:00,2,,7050000000,Factura:4 ELOY RAMIREZ GONZALEZ,33277.0000,,H,,,,,,,200.0000,0,23,,,,4300000000,,4,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,
23,2012-11-22 00:00:00,3,,4770000007,Factura:4 ELOY RAMIREZ GONZALEZ,0.0000,,H,,,,,,,0.0000,0,23,,0.0000,0.0000,4300000000,200.0000,4,,V,6,C,7050000000,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,
25,2012-11-30 00:00:00,1,5720000000,,Informe interno.,16639.0000,,D,,,,,,,100.0000,0,25,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,
25,2012-11-30 00:00:00,2,,4300000000,Informe interno.,16639.0000,,H,,,,,,,100.0000,0,25,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,
26,2012-11-30 00:00:00,1,5720000000,,Informe interno,16639.0000,,D,,,,,,,100.0000,0,26,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,
26,2012-11-30 00:00:00,2,,4300000000,Informe interno,16639.0000,,H,,,,,,,100.0000,0,26,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,
27,2012-12-31 00:00:00,1,5720000000,,Cobro a Mutua. Liquidación Diciembre.,21630.0000,,D,,,,,,,130.0000,0,27,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,
27,2012-12-31 00:00:00,2,,4300000000,Cobro a Mutua. Liquidación Diciembre.,21630.0000,,H,,,,,,,130.0000,0,27,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,
29,2012-11-26 00:00:00,1,4300000000,,Factura:E1 EMPRESA FERNANDEZ S.L.,53410.0000,,D,,,,,,,321.0000,1,29,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,
29,2012-11-26 00:00:00,2,,7050000000,Factura:E1 EMPRESA FERNANDEZ S.L.,49916.0000,,H,,,,,,,300.0000,1,29,,,,4300000000,,1,E,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,
29,2012-11-26 00:00:00,3,,4770000007,Factura:E1 EMPRESA FERNANDEZ S.L.,0.0000,,H,,,,,,,0.0000,1,29,,0.0000,0.0000,4300000000,200.0000,1,E,V,7,C,7050000000,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,
29,2012-11-26 00:00:00,4,,4770000021,Factura:E1 EMPRESA FERNANDEZ S.L.,3494.0000,,H,,,,,,,21.0000,1,29,,21.0000,0.0000,4300000000,100.0000,1,E,V,7,C,7050000000,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,
30,2012-12-06 00:00:00,1,5720000001,,Elaboración de informes,26705.0000,,D,,,,,,,160.5000,1,30,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,
30,2012-12-06 00:00:00,2,,4300000000,Elaboración de informes,26705.0000,,H,,,,,,,160.5000,1,30,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,
31,2012-11-30 00:00:00,1,4300000000,,Factura:3 ELOY RAMIREZ GONZALEZ,33277.0000,,D,,,,,,,200.0000,0,31,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,
31,2012-11-30 00:00:00,2,,7050000000,Factura:3 ELOY RAMIREZ GONZALEZ,33277.0000,,H,,,,,,,200.0000,0,31,,,,4300000000,,3,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,
31,2012-11-30 00:00:00,3,,4770000007,Factura:3 ELOY RAMIREZ GONZALEZ,0.0000,,H,,,,,,,0.0000,0,31,,0.0000,0.0000,4300000000,200.0000,3,,V,6,C,7050000000,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,
32,2012-12-07 00:00:00,1,4300000000,,Factura:4 EMPRESA FERNANDEZ S.L.,8319.0000,,D,,,,,,,50.0000,1,32,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,
32,2012-12-07 00:00:00,2,,7050000000,Factura:4 EMPRESA FERNANDEZ S.L.,8319.0000,,H,,,,,,,50.0000,1,32,,,,4300000000,,4,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,
32,2012-12-07 00:00:00,3,,4770000007,Factura:4 EMPRESA FERNANDEZ S.L.,0.0000,,H,,,,,,,0.0000,1,32,,0.0000,0.0000,4300000000,50.0000,4,,V,7,C,7050000000,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,
33,2012-12-10 00:00:00,1,5720000003,,Cobro Recibo: 12/4/1,8319.0000,,D,,,,,,,50.0000,1,33,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,
33,2012-12-10 00:00:00,2,,4300000000,Cobro Recibo: 12/4/1,8319.0000,,H,,,,,,,50.0000,1,33,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,
34,2012-12-10 00:00:00,1,5720000003,,Cobro Recibo: 13/8/1,41596.5000,,D,,,,,,,250.0000,0,34,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,
34,2012-12-10 00:00:00,2,,4300000000,Cobro Recibo: 13/8/1,41596.5000,,H,,,,,,,250.0000,0,34,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,
35,2012-12-12 00:00:00,1,,5720000003,Impagado Recibo: 12/4/1,8319.0000,,H,,,,,,,50.0000,1,35,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,
35,2012-12-12 00:00:00,2,4300000000,,Impagado Recibo: 12/4/1,8319.0000,,D,,,,,,,50.0000,1,35,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,
36,2012-12-15 00:00:00,1,5700000000,,Volver a pasar al Cobro Fra:/4/2012,8319.0000,,D,,,,,,,50.0000,1,36,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,
36,2012-12-15 00:00:00,2,,4300000000,Volver a pasar al Cobro Fra:/4/2012,8319.0000,,H,,,,,,,50.0000,1,36,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,
37,2012-12-13 00:00:00,1,4300000000,,Impagado Recibo: 13/8/1. 13/8/1,41597.0000,,D,,,,,,,250.0000,0,37,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,
37,2012-12-13 00:00:00,2,,5720000003,Impagado Recibo: 13/8/1. 13/8/1,41597.0000,,H,,,,,,,250.0000,0,37,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,
38,2012-12-14 00:00:00,1,6280000003,,Factura Luz,16639.0000,,D,,,,,,,100.0000,0,38,34123412342,,,4100000003,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,
38,2012-12-14 00:00:00,2,4720000021,,Factura Luz,3494.0000,,D,,,,,,,21.0000,0,38,34123412342,21.0000,0.0000,4100000003,100.0000,5,,C,,C,6280000003,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,
38,2012-12-14 00:00:00,3,,4100000003,Factura Luz,20133.0000,,H,,,,,,,121.0000,0,38,34123412342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,
39,2012-12-14 00:00:00,4,4100000003,,Factura Luz,20133.0000,,D,,,,,,,121.0000,0,39,34123412342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,
39,2012-12-14 00:00:00,5,,5720000003,Factura Luz,20133.0000,,H,,,,,,,121.0000,0,39,34123412342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,
40,2012-12-18 00:00:00,1,4300000000,,Factura:5 ADESLAS,3328.0000,,D,,,,,,,20.0000,0,40,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,
40,2012-12-18 00:00:00,2,,7050000000,Factura:5 ADESLAS,3328.0000,,H,,,,,,,20.0000,0,40,,,,4300000000,,5,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,
40,2012-12-18 00:00:00,3,,4770000007,Factura:5 ADESLAS,0.0000,,H,,,,,,,0.0000,0,40,,0.0000,0.0000,4300000000,20.0000,5,,V,41, ,7050000000,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,
